Data from: 16/5/18:
A,Caryophyllaceae,Adenonema,U,
A,Compositae,Adenoon,A,
A,Compositae,Adenopappus,A,
A,Euphorbiaceae,Adenopeltis,A,
A,Euphorbiaceae,Adenophaedra,A,
A,Campanulaceae,Adenophora,A,
P,Polypodiaceae,Adenophorus,A,
A,Compositae,Adenophyllum,A,
A,Scrophulariaceae,Adenoplea,U,
A,Scrophulariaceae,Adenoplusia,U,
A,Leguminosae,Adenopodia,A,
A,Gentianaceae,Adenopogon,U,
A,Malpighiaceae,Adenoporces,U,
A,Cucurbitaceae,Adenopus,U,
A,Rosaceae,Adenorachis,U,
A,Rubiaceae,Adenorandia,A,
A,Rubiaceae,Adenosacme,U,
A,Apiaceae,Adenosciadium,A,
A,Plantaginaceae,Adenosma,A,
A,Compositae,Adenosolen,U,
A,Acanthaceae,Adenostachya,U,
A,Orobanchaceae,Adenostegia,U,
A,Compositae,Adenostemma,A,
A,Proteaceae,Adenostephanus,U,
A,Rosaceae,Adenostoma,A,
A,Compositae,Adenostyles,A,
A,Compositae,Adenostylium,U,
A,Compositae,Adenothamnus,A,
A,Leguminosae,Adesmia,A,
A,Acanthaceae,Adhatoda,A,
P,Pteridaceae,Adianthum,U,
P,Pteridaceae,Adiantopsis,A,
P,Pteridaceae,Adiantum,A,
A,Urticaceae,Adicea,U,
A,Urticaceae,Adike,U,
A,Rubiaceae,Adina,A,
A,Pentaphylacaceae,Adinandra,A,
A,Pentaphylacaceae,Adinandrella,U,
A,Rubiaceae,Adinauclea,A,
A,Leguminosae,Adipera,U,
A,Rutaceae,Adiscanthus,A,
A,Papaveraceae,Adlumia,A,
A,Styracaceae,Adnaria,U,
A,Amaranthaceae,Adoketon,U,
A,Rhamnaceae,Adolia,U,
A,Rhamnaceae,Adolphia,A,
A,Ranunculaceae,Adonanthe,U,
A,Arecaceae,Adonidia,A,
A,Ranunculaceae,Adonis,A,
A,Compositae,Adopogon,A,
A,Apiaceae,Adorium,U,
A,Adoxaceae,Adoxa,A,
A,Dilleniaceae,Adrastaea,U,
A,Euphorbiaceae,Adriana,A,
A,Crassulaceae,Adromischus,A,
A,Orchidaceae,Adrorhizon,A,
A,Brassicaceae,Adyseton,U,
A,Cucurbitaceae,Aechmandra,U,
A,Bromeliaceae,Aechmea,A,
A,Poaceae,Aechmophora,U,
A,Bromeliaceae,Aechopsis,U,
A,Compositae,Aedesia,A,
A,Poaceae,Aegialina,U,
A,Plumbaginaceae,Aegialitis,A,
A,Compositae,Aegialophila,U,
A,Primulaceae,Aegiceras,A,
A,Poaceae,Aegilops,A,
A,Poaceae,Aegilotrichum,U,
A,Poaceae,Aegilotrichum,U,
A,Poaceae,Aegilotriticum,A,
A,Poaceae,Aegilotriticum,A,
A,Orobanchaceae,Aeginetia,A,
A,Lamiaceae,Aegiphila,A,
A,Rutaceae,Aegle,A,
A,Rutaceae,Aeglopsis,A,
A,Polemoniaceae,Aegochloa,U,
A,Apiaceae,Aegokeras,A,
A,Boraginaceae,Aegonychon,A,
A,Apiaceae,Aegopodium,A,
A,Poaceae,Aegopogon,A,
A,Poaceae,Aelbroeckia,U,
A,Amaranthaceae,Aellenia,U,
A,Poaceae,Aeluropus,A,
A,Orchidaceae,Aenhenrya,A,
A,Leguminosae,Aenictophyton,A,
A,Malpighiaceae,Aenigmatanthera,A,
P,Tectariaceae,Aenigmopteris,A,
A,Lamiaceae,Aeolanthus,A,
A,Lamiaceae,Aeollanthus,A,
A,Orchidaceae,Aeonia,U,
A,Crassulaceae,Aeonichryson,U,
A,Plumbaginaceae,Aeoniopsis,U,
A,Crassulaceae,Aeonium,A,
B,Thuidiaceae,Aequatoriella,A,
A,Compositae,Aequatorium,A,
A,Orchidaceae,Aerangis,A,
A,Orchidaceae,Aeranthes,A,
A,Orchidaceae,Aeranthus,U,
A,Orchidaceae,Aerides,A,
A,Orchidaceae,Aeridovanda,U,
A,Orchidaceae,Aeridovanda,U,
B,Meteoriaceae,Aerobryidium,A,
B,Meteoriaceae,Aerobryopsis,A,
B,Meteoriaceae,Aerobryum,A,
B,Brachytheciaceae,Aerolindigia,A,
A,Amaranthaceae,Aerva,A,
A,Simaroubaceae,Aeschrion,U,
A,Gesneriaceae,Aeschynanthus,A,
A,Leguminosae,Aeschynomene,A,
A,Sapindaceae,Aesculus,A,
A,Loranthaceae,Aetanthus,A,
A,Acanthaceae,Aetheilema,U,
A,Compositae,Aetheolaena,A,
A,Commelinaceae,Aetheolirion,A,
A,Compositae,Aetheopappus,U,
A,Compositae,Aetheorhiza,A,
A,Orchidaceae,Aetheorhyncha,A,
A,Aizoaceae,Aethephyllum,A,
A,Orchidaceae,Aetheria,U,
A,Brassicaceae,Aethionema,A,
A,Apiaceae,Aethusa,A,
P,Dryopteridaceae,Aetopteron,U,
A,Thymelaeaceae,Aetoxylon,A,
A,Aextoxicaceae,Aextoxicon,A,
A,Leguminosae,Affonsea,A,
A,Leguminosae,Afgekia,A,
A,Rutaceae,Afraegle,A,
A,Leguminosae,Afrafzelia,U,
A,Apiaceae,Aframmi,A,
A,Zingiberaceae,Aframomum,A,
A,Rutaceae,Afraurantium,A,
A,Polygonaceae,Afrobrunnichia,A,
A,Marantaceae,Afrocalathea,A,
A,Rubiaceae,Afrocanthium,A,
G,Podocarpaceae,Afrocarpus,A,
A,Lauraceae,Afrodaphne,U,
A,Acanthaceae,Afrofittonia,A,
A,Annonaceae,Afroguatteria,A,
A,Chrysobalanaceae,Afrolicania,A,
A,Apiaceae,Afroligusticum,A,
A,Plumbaginaceae,Afrolimon,A,
A,Acanthaceae,Afromendoncia,U,
P,Pteridaceae,Afropteris,A,
A,Leguminosae,Afrormosia,U,
A,Apiaceae,Afrosciadium,A,
A,Sapotaceae,Afrosersalisia,U,
A,Apiaceae,Afrosison,A,
A,Huaceae,Afrostyrax,A,
A,Burmanniaceae,Afrothismia,A,
A,Euphorbiaceae,Afrotrewia,A,
A,Poaceae,Afrotrichloris,A,
A,Cyperaceae,Afrotrilepis,A,
A,Boraginaceae,Afrotysonia,A,
A,Crassulaceae,Afrovivella,A,
A,Leguminosae,Afzelia,A,
A,Orobanchaceae,Agalinis,A,
A,Thymelaeaceae,Agallochum,U,
A,Araliaceae,Agalma,U,
A,Gesneriaceae,Agalmyla,A,
A,Euphorbiaceae,Agaloma,U,
